 TIME                                    Q_HP                                     P_HP                                     COP_HP                                   T_w_i_HP                                 T_w_o_HP                                 m_w_i_HP                                 T_amb                                    F_Q_in                                   F_Q_out                                  m_w_o_HP                                 CS                                       T_thermostat                            
  +6.8000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1061154174296320E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7930000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2318014149814864E+01
  +6.8049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1042078146496102E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7867500000000007E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2307611059783120E+01
  +6.8099999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1022988553955415E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7802500000000009E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2297192020755865E+01
  +6.8150000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1003884631553376E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7737499999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2286756663559608E+01
  +6.8200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0984766364910527E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7672499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2276304992870692E+01
  +6.8250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0965633739755489E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7607500000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2265837013335450E+01
  +6.8299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0946486741924346E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7542500000000008E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2255352729570490E+01
  +6.8349999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0927325357360161E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7477500000000010E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2244852146163019E+01
  +6.8400000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0908149572112400E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7412499999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2234335267671099E+01
  +6.8450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0888959372336359E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7347499999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2223802098623928E+01
  +6.8500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0869754744292692E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7282499999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2213252643522090E+01
  +6.8549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0850535674346830E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7217500000000008E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2202686906837862E+01
  +6.8599999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0831302148968412E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7152500000000011E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2192104893015440E+01
  +6.8650000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0812054154730852E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7087499999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2181506606471231E+01
  +6.8700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0792791678310707E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.7022499999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2170892051594095E+01
  +6.8750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0773514706487212E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6957500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2160261232745619E+01
  +6.8799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0754223226141747E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6892500000000009E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2149614154260370E+01
  +6.8849999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0734917224257295E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6827500000000011E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2138950820446148E+01
  +6.8900000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0715596687917923E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6762499999999996E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2128271235584258E+01
  +6.8950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0696261604308305E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6697499999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2117575403929742E+01
  +6.9000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0676911960713149E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6632500000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2106863329711636E+01
  +6.9049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0657548494658300E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6570000000000007E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2096135391315997E+01
  +6.9099999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0638172692364492E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6510000000000009E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2085392340759689E+01
  +6.9150000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0618785287978170E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6449999999999996E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2074634555627782E+01
  +6.9200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0599386265122277E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6390000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2063862039596614E+01
  +6.9250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0579975607528596E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6330000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2053074796309694E+01
  +6.9299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0560553299037153E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6270000000000007E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2042272829377360E+01
  +6.9349999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0541119323595758E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6210000000000008E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2031456142377131E+01
  +6.9400000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0521673665259385E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6149999999999995E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2020624738854018E+01
  +6.9450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0502216308189695E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6090000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.2009778622320887E+01
  +6.9500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0482747236654497E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.6030000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1998917796258773E+01
  +6.9549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0463266435027194E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5970000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1988042264117233E+01
  +6.9599999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0443773887786278E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5910000000000011E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1977152029314674E+01
  +6.9650000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0424269579514814E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5849999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1966247095238643E+01
  +6.9700000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0404753494899900E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5789999999999999E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1955327465246199E+01
  +6.9750000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0385225618732164E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5730000000000004E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1944393142664218E+01
  +6.9799999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0365685935905248E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5670000000000005E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1933444130789709E+01
  +6.9849999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0346134431415280E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5610000000000010E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1922480432890104E+01
  +6.9900000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0326571090360375E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1911502052203637E+01
  +6.9950000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0306995897940162E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5489999999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1900508991939603E+01
  +7.0000000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0287408839455203E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5430000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1889501255278688E+01
  +7.0049999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0267809900306553E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5370000000000005E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1878478845373259E+01
  +7.0099999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0248199065995237E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5310000000000009E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1867441765347706E+01
  +7.0150000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0228576322121768E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5249999999999996E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1856390018298704E+01
  +7.0200000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0208941654385626E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5189999999999998E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1845323607295526E+01
  +7.0250000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0189295048584796E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5130000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1834242535380355E+01
  +7.0299999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0169636490615247E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5070000000000007E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1823146805568570E+01
  +7.0349999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0149965966470461E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.5010000000000009E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1812036420849026E+01
  +7.0400000000000006E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0130283462240968E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.4949999999999996E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1800911384184360E+01
  +7.0450000000000003E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0110588964113816E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.4890000000000001E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1789771698511288E+01
  +7.0500000000000000E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0090882458372135E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.4830000000000002E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1778617366740882E+01
  +7.0549999999999997E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0071163931394629E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.4770000000000007E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1767448391758826E+01
  +7.0599999999999994E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.0051433369655115E+01   +6.3000000000000000E+01   +0.0000000000000000E+00   +2.4710000000000008E+01   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +0.0000000000000000E+00   +6.1756264776425752E+01
